CUSTOMER_ID,CHURN_Ground_truth_Label,CHURN_PREDS,CHURN_PROBABILITY,CLIENT_TO_CONTACT,DISCOUNT
C105519,STAY,STAY,0.91272956,NO,0%
C100810,LEAVE,LEAVE,0.43610042,YES,10%
C115516,STAY,STAY,0.98557127,NO,0%
C110554,LEAVE,LEAVE,0.04024327,YES,5%
C114348,STAY,STAY,0.5619839,NO,0%
C100008,LEAVE,STAY,0.6917973,NO,0%
C107558,STAY,STAY,0.845559,NO,0%
C102457,STAY,STAY,0.57507294,NO,0%
C108958,STAY,STAY,0.8636818,NO,0%
C113129,LEAVE,LEAVE,0.026544094,YES,5%
C109910,STAY,STAY,0.7236427,NO,0%
C115480,LEAVE,STAY,0.64059716,NO,0%
C108220,STAY,STAY,0.9176455,NO,0%
C110538,STAY,STAY,0.9785952,NO,0%
C104897,STAY,STAY,0.9743654,NO,0%
C106413,STAY,STAY,0.9290233,NO,0%
C100618,STAY,STAY,0.66788185,NO,0%
C106720,STAY,LEAVE,0.4877075,YES,10%
C111501,STAY,STAY,0.92030746,NO,0%
C107589,LEAVE,LEAVE,0.14669655,YES,5%
C115629,STAY,STAY,0.7148614,NO,0%
C103028,LEAVE,LEAVE,0.22095649,YES,5%
C104852,LEAVE,LEAVE,0.17030543,YES,5%
C108744,LEAVE,LEAVE,0.1422139,YES,5%
C100130,LEAVE,LEAVE,0.27260125,YES,10%
C115396,LEAVE,STAY,0.5103431,NO,0%
C105949,LEAVE,LEAVE,0.44061852,YES,10%
C103475,LEAVE,LEAVE,0.48833245,YES,10%
C114287,LEAVE,LEAVE,0.233015,YES,5%
C106794,LEAVE,LEAVE,0.24020231,YES,5%
C100382,STAY,STAY,0.67052907,NO,0%
C104463,STAY,STAY,0.8907374,NO,0%
C110289,STAY,STAY,0.9337878,NO,0%
C106610,LEAVE,LEAVE,0.45734045,YES,10%
C103273,STAY,STAY,0.87257427,NO,0%
C113907,LEAVE,LEAVE,0.35968035,YES,10%
C105742,STAY,LEAVE,0.36175132,YES,10%
C102248,LEAVE,LEAVE,0.23982808,YES,5%
C102104,STAY,STAY,0.56812215,NO,0%
C106552,STAY,STAY,0.5746785,NO,0%
C100579,LEAVE,STAY,0.5440653,NO,0%
C105278,STAY,STAY,0.6974339,NO,0%
C102163,STAY,STAY,0.97102654,NO,0%
C109476,STAY,STAY,0.92199385,NO,0%
C114480,LEAVE,LEAVE,0.15188983,YES,5%
C113381,STAY,STAY,0.9505282,NO,0%
C114777,STAY,STAY,0.87920135,NO,0%
C100996,STAY,STAY,0.93174106,NO,0%
C112561,STAY,STAY,0.9944463,NO,0%
C100564,STAY,STAY,0.8435458,NO,0%
C103458,STAY,STAY,0.94610417,NO,0%
C109948,STAY,STAY,0.80357873,NO,0%
C102847,STAY,STAY,0.8648352,NO,0%
C105921,LEAVE,LEAVE,0.0149304075,YES,5%
C113504,LEAVE,LEAVE,0.0883855,YES,5%
C110268,STAY,STAY,0.98423135,NO,0%
C106187,LEAVE,STAY,0.7278532,NO,0%
C102995,LEAVE,LEAVE,0.14445694,YES,5%
C101980,LEAVE,LEAVE,0.32644197,YES,10%
C105339,STAY,STAY,0.6280235,NO,0%
C103152,STAY,STAY,0.9086762,NO,0%
C115769,LEAVE,LEAVE,0.32116303,YES,10%
C109370,STAY,STAY,0.7841361,NO,0%
C112567,STAY,STAY,0.92963254,NO,0%
C113832,STAY,STAY,0.76080644,NO,0%
C108935,LEAVE,LEAVE,0.4301443,YES,10%
C101550,STAY,STAY,0.9737688,NO,0%
C114713,STAY,LEAVE,0.3625143,YES,10%
C111132,LEAVE,STAY,0.7616409,NO,0%
C105418,LEAVE,LEAVE,0.09221751,YES,5%
C114781,STAY,STAY,0.62347174,NO,0%
C108309,STAY,STAY,0.9328965,NO,0%
C102410,STAY,STAY,0.83537555,NO,0%
C105200,LEAVE,LEAVE,0.47762722,YES,10%
C105575,LEAVE,LEAVE,0.18054456,YES,5%
C113116,STAY,STAY,0.96469116,NO,0%
C100890,STAY,STAY,0.9760667,NO,0%
C104665,STAY,STAY,0.8745423,NO,0%
C107940,STAY,STAY,0.94211364,NO,0%
C114937,LEAVE,STAY,0.9076567,NO,0%
C107757,LEAVE,LEAVE,0.053884424,YES,5%
C100188,STAY,STAY,0.96645397,NO,0%
C107240,LEAVE,LEAVE,0.23617186,YES,5%
C112624,STAY,LEAVE,0.3556388,YES,10%
C111704,STAY,STAY,0.9348696,NO,0%
C114514,STAY,STAY,0.8304435,NO,0%
C101082,LEAVE,LEAVE,0.24905232,YES,5%
C111816,STAY,STAY,0.77193624,NO,0%
C100430,STAY,STAY,0.8221226,NO,0%
C112577,LEAVE,STAY,0.5782061,NO,0%
C111274,STAY,STAY,0.940502,NO,0%
C115011,STAY,STAY,0.9691784,NO,0%
C100664,LEAVE,STAY,0.6860337,NO,0%
C112925,LEAVE,LEAVE,0.087253496,YES,5%
C108565,STAY,STAY,0.7542223,NO,0%
C114494,STAY,STAY,0.94728464,NO,0%
C114873,LEAVE,LEAVE,0.09183981,YES,5%
C105412,STAY,STAY,0.57656765,NO,0%
C101390,STAY,STAY,0.90621895,NO,0%
C105154,STAY,STAY,0.67702574,NO,0%
C107919,STAY,STAY,0.9589152,NO,0%
C112203,STAY,STAY,0.9789123,NO,0%
C107522,LEAVE,LEAVE,0.39307886,YES,10%
C100786,STAY,STAY,0.9545604,NO,0%
C112422,LEAVE,LEAVE,0.48670506,YES,10%
C106009,LEAVE,LEAVE,0.05293985,YES,5%
C107186,STAY,STAY,0.8129173,NO,0%
C111415,LEAVE,LEAVE,0.25888366,YES,10%
C103261,STAY,STAY,0.8412427,NO,0%
C103406,STAY,STAY,0.9800469,NO,0%
C105161,STAY,LEAVE,0.38643298,YES,10%
C102756,STAY,STAY,0.9129507,NO,0%
C108221,LEAVE,LEAVE,0.25677213,YES,10%
C100120,STAY,STAY,0.958741,NO,0%
C102053,STAY,STAY,0.6084916,NO,0%
C115843,LEAVE,LEAVE,0.35126677,YES,10%
C105306,STAY,LEAVE,0.4735613,YES,10%
C114799,STAY,STAY,0.874032,NO,0%
C102107,STAY,STAY,0.677584,NO,0%
C103075,LEAVE,STAY,0.88727766,NO,0%
C102540,STAY,STAY,0.7419768,NO,0%
C109810,LEAVE,LEAVE,0.33389083,YES,10%
C113991,LEAVE,LEAVE,0.018710129,YES,5%
C114707,STAY,LEAVE,0.40364745,YES,10%
C100465,STAY,LEAVE,0.45326898,YES,10%
C112619,STAY,STAY,0.6700806,NO,0%
C111249,LEAVE,LEAVE,0.32398975,YES,10%
C101513,STAY,STAY,0.96915114,NO,0%
C100635,LEAVE,LEAVE,0.17619254,YES,5%
C104232,STAY,STAY,0.9075427,NO,0%
C113695,STAY,STAY,0.9126209,NO,0%
C100405,LEAVE,LEAVE,0.15729502,YES,5%
C101602,STAY,STAY,0.8104758,NO,0%
C110653,STAY,STAY,0.97611487,NO,0%
C103968,LEAVE,STAY,0.5569358,NO,0%
C112426,LEAVE,LEAVE,0.41647202,YES,10%
C110973,LEAVE,LEAVE,0.02419036,YES,5%
C110539,STAY,STAY,0.6921875,NO,0%
C111007,STAY,LEAVE,0.44513848,YES,10%
C101195,LEAVE,LEAVE,0.077581495,YES,5%
C109850,STAY,STAY,0.9178395,NO,0%
C107957,LEAVE,LEAVE,0.44626075,YES,10%
C108051,STAY,STAY,0.947621,NO,0%
C106866,LEAVE,LEAVE,0.09311182,YES,5%
C104222,STAY,STAY,0.59740144,NO,0%
C113100,STAY,STAY,0.8024753,NO,0%
C102436,LEAVE,STAY,0.5281904,NO,0%
C105510,STAY,STAY,0.92460525,NO,0%
C101570,STAY,LEAVE,0.44224632,YES,10%
C105876,STAY,STAY,0.55843043,NO,0%
C109783,STAY,STAY,0.9645404,NO,0%
C115964,STAY,STAY,0.9033741,NO,0%
C104194,STAY,STAY,0.82352185,NO,0%
C115075,STAY,STAY,0.97647345,NO,0%
C113709,LEAVE,LEAVE,0.25928864,YES,10%
C111120,STAY,STAY,0.81304216,NO,0%
C105103,STAY,STAY,0.9515228,NO,0%
C100705,STAY,STAY,0.9651738,NO,0%
C100400,STAY,STAY,0.953122,NO,0%
C109296,STAY,STAY,0.55403167,NO,0%
C105076,LEAVE,LEAVE,0.13697873,YES,5%
C103313,STAY,STAY,0.9484673,NO,0%
C114090,LEAVE,LEAVE,0.06418402,YES,5%
C111371,STAY,STAY,0.6632241,NO,0%
C111184,STAY,STAY,0.9769125,NO,0%
C104685,STAY,STAY,0.83115065,NO,0%
C102353,STAY,STAY,0.7728346,NO,0%
C113443,LEAVE,LEAVE,0.04463284,YES,5%
C110535,STAY,STAY,0.82547057,NO,0%
C112688,STAY,STAY,0.8269467,NO,0%
C103661,STAY,STAY,0.93487424,NO,0%
C110426,STAY,STAY,0.95833576,NO,0%
C104988,LEAVE,LEAVE,0.3395677,YES,10%
C108547,LEAVE,LEAVE,0.40039703,YES,10%
C115796,STAY,STAY,0.5857148,NO,0%
C100413,STAY,LEAVE,0.36542636,YES,10%
C102397,STAY,STAY,0.85330653,NO,0%
C101671,STAY,STAY,0.7132239,NO,0%
C108550,STAY,STAY,0.7149726,NO,0%
C114729,LEAVE,LEAVE,0.3962872,YES,10%
C102001,STAY,STAY,0.7501626,NO,0%
C101354,STAY,STAY,0.9957825,NO,0%
C113722,LEAVE,STAY,0.5023605,NO,0%
C112536,STAY,STAY,0.5818814,NO,0%
C101554,LEAVE,LEAVE,0.28645366,YES,10%
C113524,STAY,STAY,0.88203573,NO,0%
C110373,STAY,STAY,0.8467235,NO,0%
C115615,STAY,STAY,0.93343765,NO,0%
C104677,STAY,STAY,0.95951164,NO,0%
C113848,LEAVE,LEAVE,0.34745717,YES,10%
C107220,STAY,STAY,0.9782849,NO,0%
C113729,LEAVE,STAY,0.835216,NO,0%
C103567,LEAVE,STAY,0.61122656,NO,0%
C106614,STAY,STAY,0.92882913,NO,0%
C104661,LEAVE,LEAVE,0.3273204,YES,10%
C105743,STAY,STAY,0.8449701,NO,0%
C103502,STAY,STAY,0.93574923,NO,0%
C111254,STAY,STAY,0.8261766,NO,0%
C115510,STAY,STAY,0.6891225,NO,0%
C108091,LEAVE,LEAVE,0.1989695,YES,5%
C108451,STAY,STAY,0.7502074,NO,0%
C114686,STAY,STAY,0.9900004,NO,0%
C108874,LEAVE,LEAVE,0.033518724,YES,5%
C103562,LEAVE,LEAVE,0.059241235,YES,5%
C111176,LEAVE,STAY,0.7836301,NO,0%
C107538,STAY,LEAVE,0.48618728,YES,10%
C101610,STAY,STAY,0.9222128,NO,0%
C105826,STAY,STAY,0.79964477,NO,0%
C101251,STAY,STAY,0.8878606,NO,0%
C107770,STAY,STAY,0.9572532,NO,0%
C103408,LEAVE,LEAVE,0.35673502,YES,10%
C101071,STAY,STAY,0.9684383,NO,0%
C109113,STAY,LEAVE,0.49037147,YES,10%
C108003,STAY,STAY,0.74915016,NO,0%
C113108,STAY,STAY,0.8167659,NO,0%
C101976,STAY,STAY,0.91541606,NO,0%
C110377,LEAVE,LEAVE,0.10571254,YES,5%
C105080,STAY,STAY,0.8184761,NO,0%
C104039,STAY,STAY,0.917573,NO,0%
C107056,STAY,STAY,0.9622037,NO,0%
C100788,STAY,STAY,0.9787694,NO,0%
C104828,STAY,STAY,0.75745827,NO,0%
C112041,LEAVE,LEAVE,0.08325714,YES,5%
C114352,STAY,STAY,0.6659496,NO,0%
C111023,STAY,STAY,0.95863307,NO,0%
C102628,STAY,STAY,0.97078806,NO,0%
C101418,LEAVE,LEAVE,0.15546907,YES,5%
C108047,LEAVE,LEAVE,0.2164854,YES,5%
C109098,STAY,STAY,0.62252855,NO,0%
C107290,STAY,STAY,0.96190655,NO,0%
C101973,STAY,STAY,0.9260905,NO,0%
C103188,STAY,STAY,0.97009414,NO,0%
C104315,STAY,STAY,0.87062854,NO,0%
C105787,STAY,STAY,0.91424966,NO,0%
C101989,STAY,STAY,0.96931916,NO,0%
C115795,STAY,STAY,0.9244053,NO,0%
C105232,STAY,STAY,0.79496443,NO,0%
C114559,LEAVE,STAY,0.5955673,NO,0%
C109537,LEAVE,STAY,0.68582314,NO,0%
C112116,STAY,STAY,0.69241726,NO,0%
C115946,STAY,STAY,0.7501991,NO,0%
C108816,LEAVE,LEAVE,0.28062513,YES,10%
C105892,STAY,LEAVE,0.43512145,YES,10%
C106083,LEAVE,LEAVE,0.33553523,YES,10%
C112486,LEAVE,LEAVE,0.46040443,YES,10%
C111271,STAY,STAY,0.94173247,NO,0%
C110247,STAY,STAY,0.78544754,NO,0%
C110106,STAY,STAY,0.9865593,NO,0%
C111294,STAY,STAY,0.7922583,NO,0%
C112695,LEAVE,STAY,0.58475596,NO,0%
C113295,STAY,STAY,0.87129414,NO,0%
C100121,LEAVE,STAY,0.61160225,NO,0%
C108947,LEAVE,STAY,0.7603064,NO,0%
C109072,LEAVE,LEAVE,0.14185369,YES,5%
C107434,LEAVE,STAY,0.56612253,NO,0%
C100469,LEAVE,LEAVE,0.40078393,YES,10%
C110725,STAY,STAY,0.9196451,NO,0%
C101941,LEAVE,LEAVE,0.16723478,YES,5%
C114356,LEAVE,LEAVE,0.0459884,YES,5%
C104426,STAY,STAY,0.94131905,NO,0%
C104774,STAY,STAY,0.9869806,NO,0%
C103294,STAY,STAY,0.9702748,NO,0%
C108292,STAY,STAY,0.9403886,NO,0%
C113070,STAY,STAY,0.7728729,NO,0%
C108355,LEAVE,STAY,0.61977583,NO,0%
C102018,LEAVE,LEAVE,0.37274975,YES,10%
C112226,STAY,STAY,0.68775916,NO,0%
C114465,LEAVE,STAY,0.50626236,NO,0%
C100670,STAY,STAY,0.9900477,NO,0%
C101152,LEAVE,STAY,0.88857085,NO,0%
C113509,STAY,STAY,0.9712504,NO,0%
C112773,LEAVE,LEAVE,0.27748197,YES,10%
C110521,LEAVE,LEAVE,0.23384592,YES,5%
C106641,LEAVE,LEAVE,0.19246437,YES,5%
C104083,STAY,STAY,0.7515152,NO,0%
C106211,LEAVE,LEAVE,0.2822342,YES,10%
C104297,STAY,STAY,0.9770454,NO,0%
C103243,STAY,STAY,0.86294395,NO,0%
C101657,STAY,STAY,0.67142564,NO,0%
C100045,STAY,STAY,0.8640524,NO,0%
C108694,STAY,STAY,0.93165463,NO,0%
C108165,STAY,STAY,0.66791004,NO,0%
C103865,STAY,STAY,0.95162916,NO,0%
C110946,LEAVE,LEAVE,0.33845508,YES,10%
C102734,LEAVE,LEAVE,0.10820885,YES,5%
C104778,LEAVE,LEAVE,0.40526384,YES,10%
C112320,STAY,STAY,0.71960276,NO,0%
C107262,STAY,STAY,0.9548316,NO,0%
C113860,STAY,STAY,0.9221623,NO,0%
C111757,LEAVE,STAY,0.6176628,NO,0%
C113039,STAY,STAY,0.69887465,NO,0%
C110250,STAY,STAY,0.67603546,NO,0%
C114246,STAY,STAY,0.5532744,NO,0%
C102808,LEAVE,LEAVE,0.16586198,YES,5%
C106567,STAY,STAY,0.9104354,NO,0%
C113006,STAY,STAY,0.98667103,NO,0%
C100519,STAY,STAY,0.974537,NO,0%
C112749,STAY,STAY,0.90343803,NO,0%
C113725,STAY,STAY,0.8335127,NO,0%
C114990,STAY,STAY,0.9779352,NO,0%
C112526,STAY,STAY,0.9873046,NO,0%
C112770,LEAVE,STAY,0.63512844,NO,0%
C102078,STAY,STAY,0.6504632,NO,0%
C113281,LEAVE,LEAVE,0.48044005,YES,10%
C115641,LEAVE,STAY,0.9084363,NO,0%
C102773,STAY,STAY,0.97581255,NO,0%
C101670,STAY,STAY,0.87045014,NO,0%
C113130,LEAVE,LEAVE,0.4091284,YES,10%
C112632,LEAVE,STAY,0.7724541,NO,0%
C101683,STAY,LEAVE,0.4867734,YES,10%
C104117,LEAVE,LEAVE,0.26287466,YES,10%
C113020,STAY,STAY,0.8618527,NO,0%
C110989,STAY,STAY,0.9588462,NO,0%
C106593,STAY,STAY,0.5079073,NO,0%
C115545,STAY,STAY,0.92304814,NO,0%
C111037,STAY,STAY,0.9538186,NO,0%
C106241,LEAVE,LEAVE,0.14096752,YES,5%
C107520,STAY,STAY,0.5726351,NO,0%
C113667,STAY,LEAVE,0.42572466,YES,10%
C107581,LEAVE,LEAVE,0.24986024,YES,5%
C106417,STAY,STAY,0.83634627,NO,0%
C109117,LEAVE,STAY,0.7248991,NO,0%
C113092,STAY,STAY,0.961905,NO,0%
C100435,LEAVE,STAY,0.65228266,NO,0%
C106399,STAY,STAY,0.9954656,NO,0%
C102772,LEAVE,LEAVE,0.25664324,YES,10%
C108234,LEAVE,LEAVE,0.16835606,YES,5%
C112529,LEAVE,LEAVE,0.39722398,YES,10%
C104155,STAY,LEAVE,0.121271305,YES,5%
C103054,LEAVE,LEAVE,0.33245492,YES,10%
C107950,LEAVE,LEAVE,0.1409747,YES,5%
C111307,STAY,STAY,0.7163927,NO,0%
C103909,STAY,STAY,0.8690877,NO,0%
C109045,STAY,STAY,0.9843531,NO,0%
C103218,STAY,LEAVE,0.41852856,YES,10%
C106897,STAY,STAY,0.803787,NO,0%
C102504,STAY,STAY,0.7913791,NO,0%
C101498,STAY,STAY,0.95207316,NO,0%
C102364,LEAVE,LEAVE,0.075130105,YES,5%
C102477,LEAVE,STAY,0.5847089,NO,0%
C107058,STAY,LEAVE,0.48781958,YES,10%
C106321,LEAVE,LEAVE,0.16116714,YES,5%
C108533,STAY,STAY,0.8630478,NO,0%
C104981,STAY,STAY,0.91505486,NO,0%
C102880,LEAVE,LEAVE,0.43743688,YES,10%
C109028,STAY,STAY,0.9250295,NO,0%
C105655,LEAVE,STAY,0.55442226,NO,0%
C103167,LEAVE,LEAVE,0.41306245,YES,10%
C113031,STAY,STAY,0.7486678,NO,0%
C115440,LEAVE,LEAVE,0.25037205,YES,10%
C114463,STAY,STAY,0.65041196,NO,0%
C114685,STAY,STAY,0.9603064,NO,0%
C108974,STAY,STAY,0.72403365,NO,0%
C114542,STAY,STAY,0.9521245,NO,0%
C111734,STAY,STAY,0.8980497,NO,0%
C101001,STAY,STAY,0.97696745,NO,0%
C113994,STAY,STAY,0.8640757,NO,0%
C101311,STAY,STAY,0.8504287,NO,0%
C109193,LEAVE,LEAVE,0.10866086,YES,5%
C101518,STAY,STAY,0.9714336,NO,0%
C106856,STAY,STAY,0.7650806,NO,0%
C109650,STAY,STAY,0.97875893,NO,0%
C104410,STAY,STAY,0.9485473,NO,0%
C102329,LEAVE,STAY,0.7046467,NO,0%
C105890,LEAVE,LEAVE,0.10244567,YES,5%
C102434,LEAVE,LEAVE,0.09915477,YES,5%
C105765,STAY,STAY,0.9758588,NO,0%
C103884,STAY,STAY,0.9367013,NO,0%
C101236,STAY,STAY,0.9503045,NO,0%
C114123,LEAVE,STAY,0.87709934,NO,0%
C108024,LEAVE,LEAVE,0.18842524,YES,5%
C111313,STAY,STAY,0.6052592,NO,0%
C105972,LEAVE,STAY,0.6100008,NO,0%
C108342,LEAVE,LEAVE,0.29374367,YES,10%
C106970,STAY,STAY,0.8505311,NO,0%
C113940,STAY,STAY,0.95147574,NO,0%
C112245,LEAVE,LEAVE,0.37852228,YES,10%
C106377,LEAVE,LEAVE,0.034531925,YES,5%
C113594,STAY,STAY,0.6998555,NO,0%
C112754,LEAVE,STAY,0.8411185,NO,0%
C109015,STAY,STAY,0.8846123,NO,0%
C113415,STAY,STAY,0.67330843,NO,0%
C100747,STAY,STAY,0.67983294,NO,0%
C107582,STAY,STAY,0.9990885,NO,0%
C103173,LEAVE,LEAVE,0.18294396,YES,5%
C108657,STAY,STAY,0.93323815,NO,0%
C103177,STAY,STAY,0.84568036,NO,0%
C110145,LEAVE,STAY,0.56171805,NO,0%
C103975,LEAVE,LEAVE,0.041583948,YES,5%
C114067,STAY,LEAVE,0.31303233,YES,10%
C111798,LEAVE,STAY,0.56959695,NO,0%
C107615,STAY,STAY,0.5212978,NO,0%
C101654,STAY,STAY,0.80407476,NO,0%
C104400,STAY,STAY,0.93682545,NO,0%
C114693,STAY,STAY,0.93378097,NO,0%
C104291,STAY,STAY,0.8775081,NO,0%
C109448,STAY,STAY,0.8460034,NO,0%
C101334,STAY,STAY,0.6841093,NO,0%
C106276,LEAVE,LEAVE,0.44669315,YES,10%
C113302,LEAVE,LEAVE,0.31373358,YES,10%
C101026,STAY,STAY,0.97024107,NO,0%
C105996,STAY,STAY,0.68250936,NO,0%
C101664,STAY,STAY,0.9607985,NO,0%
C112990,STAY,STAY,0.5779552,NO,0%
C111354,LEAVE,STAY,0.846822,NO,0%
C114988,STAY,STAY,0.9354945,NO,0%
C113467,LEAVE,LEAVE,0.049187258,YES,5%
C105293,STAY,STAY,0.66897124,NO,0%
C108786,STAY,STAY,0.58593506,NO,0%
C115861,STAY,STAY,0.70817673,NO,0%
C115061,LEAVE,LEAVE,0.067544244,YES,5%
C112457,STAY,STAY,0.92403114,NO,0%
C107517,LEAVE,LEAVE,0.1533367,YES,5%
C105402,LEAVE,LEAVE,0.26225856,YES,10%
C111737,STAY,STAY,0.93555665,NO,0%
C100759,STAY,STAY,0.9658454,NO,0%
C101694,STAY,STAY,0.61509156,NO,0%
C104839,LEAVE,LEAVE,0.19174755,YES,5%
C108899,STAY,STAY,0.8659573,NO,0%
C100180,STAY,STAY,0.9900643,NO,0%
C105860,LEAVE,LEAVE,0.4881728,YES,10%
C107264,LEAVE,LEAVE,0.05929431,YES,5%
C103417,STAY,STAY,0.80652255,NO,0%
C112572,LEAVE,LEAVE,0.15401337,YES,5%
C106598,STAY,STAY,0.9380481,NO,0%
C109902,STAY,STAY,0.8151442,NO,0%
C105557,STAY,STAY,0.8651547,NO,0%
C112765,STAY,STAY,0.9431225,NO,0%
C109824,STAY,STAY,0.8187273,NO,0%
C105788,STAY,STAY,0.6170608,NO,0%
C104590,STAY,STAY,0.8966614,NO,0%
C108770,STAY,STAY,0.960531,NO,0%
C115720,LEAVE,LEAVE,0.06438474,YES,5%
C107642,STAY,STAY,0.98551965,NO,0%
C104019,LEAVE,LEAVE,0.3250528,YES,10%
C107260,STAY,STAY,0.805735,NO,0%
C109309,STAY,STAY,0.7088299,NO,0%
C105977,STAY,STAY,0.94188696,NO,0%
C106231,STAY,STAY,0.9351715,NO,0%
C110752,STAY,STAY,0.816986,NO,0%
C109290,STAY,STAY,0.915935,NO,0%
C114671,STAY,STAY,0.834482,NO,0%
C100407,LEAVE,LEAVE,0.23646219,YES,5%
C106481,STAY,STAY,0.8278401,NO,0%
C115627,STAY,STAY,0.9321847,NO,0%
C105213,STAY,LEAVE,0.3466877,YES,10%
C115710,STAY,STAY,0.8952339,NO,0%
C113402,LEAVE,STAY,0.5649936,NO,0%
C100395,STAY,STAY,0.6152506,NO,0%
C100289,LEAVE,LEAVE,0.26784593,YES,10%
C109834,STAY,STAY,0.8546314,NO,0%
C108079,LEAVE,LEAVE,0.24616188,YES,5%
C101804,STAY,STAY,0.84383214,NO,0%
C109223,STAY,STAY,0.88588077,NO,0%
C106398,LEAVE,LEAVE,0.43287274,YES,10%
C108458,STAY,STAY,0.94968605,NO,0%
C107530,STAY,STAY,0.80502224,NO,0%
C113261,STAY,STAY,0.9829595,NO,0%
C108641,STAY,STAY,0.88908654,NO,0%
C107099,LEAVE,LEAVE,0.13226166,YES,5%
C114503,STAY,STAY,0.8883091,NO,0%
C111771,STAY,STAY,0.98786026,NO,0%
C100769,STAY,STAY,0.98773116,NO,0%
C103499,LEAVE,LEAVE,0.4407519,YES,10%
C107980,LEAVE,LEAVE,0.22050212,YES,5%
C100954,STAY,STAY,0.8653378,NO,0%
C110213,LEAVE,LEAVE,0.07167561,YES,5%
C111857,LEAVE,LEAVE,0.27214137,YES,10%
C111448,STAY,STAY,0.68544686,NO,0%
C109560,LEAVE,LEAVE,0.13211374,YES,5%
C104376,STAY,STAY,0.97789985,NO,0%
C106572,LEAVE,LEAVE,0.1286522,YES,5%
C108677,STAY,STAY,0.9739699,NO,0%
C114162,STAY,STAY,0.5286214,NO,0%
C104717,LEAVE,LEAVE,0.44142547,YES,10%
C106870,STAY,LEAVE,0.4738122,YES,10%
C114846,STAY,STAY,0.9549938,NO,0%
C104541,LEAVE,LEAVE,0.20045526,YES,5%
C114486,LEAVE,LEAVE,0.47260392,YES,10%
C115150,LEAVE,LEAVE,0.35517523,YES,10%
C104251,STAY,STAY,0.91430086,NO,0%
C106447,STAY,STAY,0.8166097,NO,0%
C111296,STAY,STAY,0.9203568,NO,0%
C113527,STAY,STAY,0.9777337,NO,0%
C106284,STAY,STAY,0.62599576,NO,0%
C108348,STAY,STAY,0.63574684,NO,0%
C102016,STAY,STAY,0.745688,NO,0%
C102951,LEAVE,LEAVE,0.18814166,YES,5%
C104052,LEAVE,STAY,0.84996545,NO,0%
C109759,LEAVE,LEAVE,0.1226838,YES,5%
C106236,STAY,STAY,0.9221539,NO,0%
C103771,STAY,STAY,0.8817563,NO,0%
C114774,STAY,STAY,0.5524066,NO,0%
C109921,LEAVE,LEAVE,0.42719916,YES,10%
C108243,LEAVE,LEAVE,0.38290074,YES,10%
C107917,LEAVE,LEAVE,0.029544532,YES,5%
C109982,STAY,STAY,0.8801826,NO,0%
C105651,STAY,STAY,0.87593454,NO,0%
C108643,STAY,STAY,0.8108875,NO,0%
C101772,STAY,STAY,0.89432055,NO,0%
C113864,LEAVE,STAY,0.67700577,NO,0%
C115455,LEAVE,STAY,0.7389138,NO,0%
C101831,STAY,STAY,0.9287441,NO,0%
C111199,STAY,STAY,0.9511022,NO,0%
C105573,STAY,STAY,0.96907276,NO,0%
C109513,STAY,STAY,0.73070854,NO,0%
C106599,STAY,STAY,0.55999696,NO,0%
C109823,STAY,STAY,0.71265084,NO,0%
C102886,LEAVE,LEAVE,0.19292738,YES,5%
C102396,LEAVE,LEAVE,0.21627736,YES,5%
C104618,LEAVE,LEAVE,0.1325229,YES,5%
C115339,STAY,STAY,0.98562837,NO,0%
C103345,LEAVE,LEAVE,0.062917314,YES,5%
C110345,STAY,STAY,0.75393665,NO,0%
C110619,LEAVE,LEAVE,0.3036577,YES,10%
C110232,LEAVE,STAY,0.7354834,NO,0%
C113965,LEAVE,LEAVE,0.13332376,YES,5%
C102784,LEAVE,LEAVE,0.22523442,YES,5%
C112885,LEAVE,LEAVE,0.1047251,YES,5%
C113914,STAY,STAY,0.66588116,NO,0%
C112220,LEAVE,STAY,0.5991587,NO,0%
C115079,STAY,STAY,0.7832945,NO,0%
C100658,STAY,LEAVE,0.43983597,YES,10%
C102676,STAY,STAY,0.8280117,NO,0%
C102450,LEAVE,LEAVE,0.367765,YES,10%
C107788,STAY,STAY,0.95320886,NO,0%
C110639,STAY,STAY,0.91523194,NO,0%
C106404,STAY,STAY,0.9615351,NO,0%
C102948,STAY,STAY,0.95164293,NO,0%
C100153,STAY,STAY,0.94044644,NO,0%
C112787,STAY,STAY,0.97169274,NO,0%
C109440,STAY,STAY,0.87917197,NO,0%
C100821,STAY,STAY,0.9784399,NO,0%
C112253,STAY,LEAVE,0.31238064,YES,10%
C114155,STAY,STAY,0.83374226,NO,0%
C103812,STAY,STAY,0.94541335,NO,0%
C105033,LEAVE,LEAVE,0.12727253,YES,5%
C109268,STAY,STAY,0.7648018,NO,0%
C105375,LEAVE,LEAVE,0.16151908,YES,5%
C114392,STAY,STAY,0.93601716,NO,0%
C112813,STAY,STAY,0.9184103,NO,0%
C102057,LEAVE,STAY,0.5468887,NO,0%
C101118,LEAVE,LEAVE,0.04845892,YES,5%
C113548,STAY,STAY,0.67458594,NO,0%
C115501,STAY,STAY,0.9634487,NO,0%
C107848,STAY,STAY,0.6243667,NO,0%
C103913,STAY,STAY,0.8002985,NO,0%
C114751,LEAVE,LEAVE,0.1868756,YES,5%
C113354,LEAVE,LEAVE,0.17635545,YES,5%
C106971,STAY,LEAVE,0.36797428,YES,10%
